source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
D7,"In the present case, the General Court found, in paragraphs 65 to 86 of the judgment under appeal, criticised in vain in the second ground of appeal, that it is clear from the applicable national law provisions that the amount of aid allocated to RTVE does not directly depend on the revenue from the fiscal measures at issue, since the amount thereof is determined on the basis of the net costs relating to the fulfilment of the public service mandate entrusted to RTVE.",D13,"DTS’s line of argument, based on the Laboratoires Boiron judgment, is not such as to call into question those findings.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D18,"The General Court did not err in law in finding, in paragraphs 98 to 103 of the judgment under appeal, that the tax on pay-television operators for which DTS is liable is not comparable to the asymmetrical tax at issue in the case which gave rise to the Laboratoires Boiron judgment.",D13,"DTS’s line of argument, based on the Laboratoires Boiron judgment, is not such as to call into question those findings.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D19,"In the present case, the fiscal measures at issue and the aid to RTVE do not constitute, as noted by the General Court in paragraph 101 of the judgment under appeal, two elements of one and the same fiscal measure which are inseparable, since, unlike the situation at issue in the case giving rise to the Laboratoires Boiron judgment, the possible inapplicability of the fiscal measures at issue because of their possible incompatibility with EU law does not directly entail the calling into question of the aid, since, as is apparent from paragraphs 48 and 70 of the present judgment, the Spanish State is required to cover the shortfall between the sources of funding available to RTVE and all of the costs incurred by RTVE in carrying out its public service obligations.",D13,"DTS’s line of argument, based on the Laboratoires Boiron judgment, is not such as to call into question those findings.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D21,"However, in the present case, the amount of the aid is determined, as is apparent from paragraphs 69 to 71 of the present judgment, by the net costs of fulfilling the public service mandate.",D13,"DTS’s line of argument, based on the Laboratoires Boiron judgment, is not such as to call into question those findings.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D15,"In such a case, the aid derives from the fact that another category of economic operators with which the category liable to pay the tax is in direct competition is not liable for that charge.",D16,"The aid measure is therefore the tax itself, that tax and the aid constituting two elements of one and the same fiscal measure which are inseparable.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D14,"In that regard, it should be recalled that, in that judgment, the Court held, in essence, that, in the case of asymmetrical tax liability, that is where only one of two categories of competing traders is liable to pay a tax, traders liable to pay the tax may plead the illegality of it.",D17,"That situation is thus not comparable to that of any exemption from a tax of general application from which that tax may be distinguished (see, to that effect, Laboratoires Boiron judgment, paragraphs 30 to 48).",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D16,"The aid measure is therefore the tax itself, that tax and the aid constituting two elements of one and the same fiscal measure which are inseparable.",D17,"That situation is thus not comparable to that of any exemption from a tax of general application from which that tax may be distinguished (see, to that effect, Laboratoires Boiron judgment, paragraphs 30 to 48).",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D17,"That situation is thus not comparable to that of any exemption from a tax of general application from which that tax may be distinguished (see, to that effect, Laboratoires Boiron judgment, paragraphs 30 to 48).",D18,"The General Court did not err in law in finding, in paragraphs 98 to 103 of the judgment under appeal, that the tax on pay-television operators for which DTS is liable is not comparable to the asymmetrical tax at issue in the case which gave rise to the Laboratoires Boiron judgment.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D22,"Admittedly, as correctly noted by DTS, in the present case, the tax on pay-television operators is also intended to finance an aid scheme in favour of RTVE which the Commission found to be constitutive of State aid, within the meaning of Article 107(1) TFEU.",D23,"The obligation to pay that tax thus causes DTS an additional competitive disadvantage on the markets on which it operates in competition with RTVE, since the latter is not liable to pay such a tax.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D25,"On the one hand, as the Court has already held, the question whether a tax is an integral part of an aid financed by a tax depends not on the existence of a competitive relationship between the person liable to pay the tax and the beneficiary of the aid, but only on whether that tax is hypothecated to the aid in question under the relevant national legislation (see, to that effect, judgment of 22 December 2008, Régie Networks, C‑333/07, EU:C:2008:764, paragraphs 93 to 99).",D24,"However, as the General Court correctly pointed out, in paragraphs 84 and 102 of the judgment under appeal, that fact alone is not sufficient to demonstrate that such a tax is an integral part of the aid.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D30,"As noted by the Advocate General in point 96 of his Opinion, DTS’s argument, if followed, would lead to the conclusion that any tax levied at sectoral level and imposed on undertakings in competition with the beneficiary of the aid financed by the tax must be examined under Articles 107 and 108 TFEU.",D24,"However, as the General Court correctly pointed out, in paragraphs 84 and 102 of the judgment under appeal, that fact alone is not sufficient to demonstrate that such a tax is an integral part of the aid.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D25,"On the one hand, as the Court has already held, the question whether a tax is an integral part of an aid financed by a tax depends not on the existence of a competitive relationship between the person liable to pay the tax and the beneficiary of the aid, but only on whether that tax is hypothecated to the aid in question under the relevant national legislation (see, to that effect, judgment of 22 December 2008, Régie Networks, C‑333/07, EU:C:2008:764, paragraphs 93 to 99).",D26,"Thus, according to the case-law of the Court, a tax cannot be hypothecated to an exemption from payment of that same tax for a category of undertakings, and thus even where those undertakings operate in competition with undertakings liable to pay the tax in question.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D26,"Thus, according to the case-law of the Court, a tax cannot be hypothecated to an exemption from payment of that same tax for a category of undertakings, and thus even where those undertakings operate in competition with undertakings liable to pay the tax in question.",D27,The application of a tax exemption and its extent do not depend on the tax revenue.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D27,The application of a tax exemption and its extent do not depend on the tax revenue.,D28,"Thus, those liable to pay a charge cannot rely on the argument that the exemption enjoyed by other undertakings constitutes State aid in order to avoid payment of that charge or to obtain reimbursement thereof (see, to that effect, inter alia, judgment of 27 October 2005, Distribution Casino France and Others, C‑266/04 to C‑270/04, C‑276/04 and C‑321/04 to C‑325/04, EU:C:2005:657, paragraphs 41 and 42).",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D29,"On the other hand, as has already been stated in paragraph 65 of the present judgment, taxes are not, in principle, subject to the rules on State aid.",D30,"As noted by the Advocate General in point 96 of his Opinion, DTS’s argument, if followed, would lead to the conclusion that any tax levied at sectoral level and imposed on undertakings in competition with the beneficiary of the aid financed by the tax must be examined under Articles 107 and 108 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D6,"According to settled case-law, in order for a tax to be regarded as forming an integral part of an aid measure, it must be hypothecated to the aid under the relevant national rules, in the sense that the revenue from the tax is necessarily allocated to the financing of the aid and has a direct impact on the amount of the aid and, consequently, on the assessment of the compatibility of that aid with the internal market (see, inter alia, judgments of 15 June 2006, Air Liquide Industries Belgium, C‑393/04 and C‑41/05, EU:C:2006:403, paragraph 46 and the case-law cited, and of 22 December 2008, Régie Networks, C‑333/07, EU:C:2008:764, paragraph 99).",D31,It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D7,"In the present case, the General Court found, in paragraphs 65 to 86 of the judgment under appeal, criticised in vain in the second ground of appeal, that it is clear from the applicable national law provisions that the amount of aid allocated to RTVE does not directly depend on the revenue from the fiscal measures at issue, since the amount thereof is determined on the basis of the net costs relating to the fulfilment of the public service mandate entrusted to RTVE.",D31,It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D11,"Since the revenue from the fiscal measures at issue has no direct impact on the amount of the aid granted to RTVE, given that neither the grant or the amount of the aid are based on that revenue and that the revenue from that aid is not used to finance it, in that part of the revenue may be reallocated to other purposes, it cannot be held that those tax measures are hypothecated to the aid in question.",D31,It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D12,"It is irrelevant, in that regard, that the fiscal measures at issue were introduced in order to offset the loss of the commercial revenues formerly enjoyed by RTVE, in particular those derived from advertising (see, by analogy, judgment of 13 January 2005, Streekgewest, C‑174/02, EU:C:2005:10, paragraph 27).",D31,It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
D10,"In those circumstances, although it is common ground that the financing of the aid granted to RTVE is ensured by the fiscal measures at issue, the General Court, contrary to what DTS and the Telefónica companies submit, was nevertheless entitled to conclude, without committing an error of law, in paragraph 104 of the judgment under appeal, that those fiscal measures do not form part of the aid.",D32,"Consequently, the second part of the first ground of appeal must be rejected as being unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
D31,It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,D32,"Consequently, the second part of the first ground of appeal must be rejected as being unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
E2,"It should be noted, however, that, by its appeal, DTS does not dispute any of the assessments made by the General Court, in paragraphs 113 to 167 of the judgment under appeal, in order to justify the rejection of that second plea.",E1,It should be noted that the third ground of appeal rests entirely on the premiss that the General Court misinterpreted the scope of the second plea for annulment raised at first instance alleging infringement of Article 106(2) TFEU.,attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
E3,"In particular, DTS in no way claims that that part of the judgment under appeal is vitiated by errors of law;",E1,It should be noted that the third ground of appeal rests entirely on the premiss that the General Court misinterpreted the scope of the second plea for annulment raised at first instance alleging infringement of Article 106(2) TFEU.,attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
E4,"It follows that the third ground of appeal, even if it were founded, is in no way capable of leading to the annulment of the judgment under appeal.",E5,"In those circumstances, that ground of appeal must be rejected as ineffective.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
F3,It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,F1,"In their reply, the Telefónica companies raised a plea alleging infringement of Article 40 of the Statute of the Court of Justice, in which they submit that the General Court erred in law in rejecting as inadmissible their argument relating to the infringement of Article 108 TFEU.",attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F8,"It is apparent from those provisions, read together, that the reply may not seek the annulment of the judgment under appeal on the basis of distinct and independent grounds from those raised in the appeal, since such grounds may only be raised as part of a cross-appeal.",F1,"In their reply, the Telefónica companies raised a plea alleging infringement of Article 40 of the Statute of the Court of Justice, in which they submit that the General Court erred in law in rejecting as inadmissible their argument relating to the infringement of Article 108 TFEU.",attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F3,It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,F2,"The Telefónica companies also raised, in that pleading, a plea alleging infringement of Article 106(2) TFEU, in which they argue that the General Court erred in law in conducting an excessively limited review of whether the aid scheme at issue complied with the principle of proportionality, relying in that regard on the Commission’s discretion.",attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F8,"It is apparent from those provisions, read together, that the reply may not seek the annulment of the judgment under appeal on the basis of distinct and independent grounds from those raised in the appeal, since such grounds may only be raised as part of a cross-appeal.",F2,"The Telefónica companies also raised, in that pleading, a plea alleging infringement of Article 106(2) TFEU, in which they argue that the General Court erred in law in conducting an excessively limited review of whether the aid scheme at issue complied with the principle of proportionality, relying in that regard on the Commission’s discretion.",attack,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F4,"On the one hand, DTS did not rely on the infringement of Article 40 of the Statute of the Court of Justice of the European Union in support of its appeal.",F3,It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F5,"On the other, although the third ground of appeal formally relies on the infringement of Article 106(2) TFEU, DTS itself stated in its appeal, as is apparent from paragraph 92 of the present judgment, that it is not seeking to challenge the review of the compatibility of the aid granted to RTVE under that provision, merely alleging, as part of that ground of appeal, that the General Court distorted some of its arguments.",F3,It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F6,"Under Article 174 of the Rules of Procedure, a response shall seek to have the appeal allowed or dismissed, in whole or in part.",F8,"It is apparent from those provisions, read together, that the reply may not seek the annulment of the judgment under appeal on the basis of distinct and independent grounds from those raised in the appeal, since such grounds may only be raised as part of a cross-appeal.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F7,"Furthermore, in accordance with Article 172 of those rules, a party to the relevant case before the General Court may submit, by document separate from the response, a cross-appeal which, according to Article 178(1) and (3), second sentence, of the Rules of Procedure, must seek to have set aside, in whole or in part, the judgment under appeal on the basis of pleas in law and arguments separate from those relied on in the response.",F8,"It is apparent from those provisions, read together, that the reply may not seek the annulment of the judgment under appeal on the basis of distinct and independent grounds from those raised in the appeal, since such grounds may only be raised as part of a cross-appeal.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
F3,It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,F9,"Accordingly, the Court rejects as inadmissible the pleas submitted by the Telefónica companies alleging the infringement of Article 40 of the Statute of the Court of Justice of the European Union and Article 106(2) TFEU.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
F8,"It is apparent from those provisions, read together, that the reply may not seek the annulment of the judgment under appeal on the basis of distinct and independent grounds from those raised in the appeal, since such grounds may only be raised as part of a cross-appeal.",F9,"Accordingly, the Court rejects as inadmissible the pleas submitted by the Telefónica companies alleging the infringement of Article 40 of the Statute of the Court of Justice of the European Union and Article 106(2) TFEU.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
G1,"Regarding the admissibility of the cross-appeal, it should be recalled that, pursuant to the second sentence of Article 178(3) of the Rules of Procedure, the pleas and legal arguments put forward in support of a cross-appeal must, as already stated in paragraph 100 of the present judgment, be distinct from those relied on in the reply relating to the appeal in the main proceedings.",G6,"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
G2,"In the present case, it appears that, admittedly, the single plea raised by the Telefónica companies in support of their cross-appeal, alleging infringement of Article 40 of the Statute of the Court of Justice of the European Union, corresponds exactly to one of the arguments raised in the reply to the appeal in the main proceedings brought by DTS.",G6,"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
G3,"However, under penalty of falling foul of the distinction made by the Rules of Procedure between the appeal in the main proceedings and the cross-appeal, the requirement laid down by the second sentence of Article 178(3) of those rules may be understood only as being based on the premiss that the pleas and arguments set out in the reply are, themselves, analogous to those raised in the appeal in the main proceedings.",G6,"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
G4,"In the present case, as is apparent from paragraphs 95 to 102 of the present judgment, the plea put forward by the Telefónica companies in their reply relating to the appeal in the main proceedings brought by DTS, alleging infringement of Article 40 of the Statute of the Court of Justice of the European Union, is inadmissible because it is distinct from those of the appeal.",G6,"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
G5,"As regards compliance with the requirement laid down by the first sentence of Article 178(3) of the Rules of Procedure, it is sufficient to note that the cross-appeal expressly refers to paragraphs 207 to 218 of the judgment under appeal and, therefore, that it does clearly identify the grounds of that judgment which are in dispute.",G6,"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
H1,"With respect to whether the cross-appeal is well founded, it should be recalled that a party who, pursuant to Article 40 of the Statute of the Court of Justice of the European Union, is granted leave to intervene in a case submitted to the Court may not alter the subject matter of the dispute as defined by the forms of order sought and the pleas in law raised by the main parties.",H1bis,"It follows that arguments submitted by an intervener are not admissible unless they fall within the framework provided by those forms of order and pleas in law (judgment of 7 October 2014, Germany v Council, C‑399/12, EU:C:2014:2258, paragraph 27).",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H1bis,"It follows that arguments submitted by an intervener are not admissible unless they fall within the framework provided by those forms of order and pleas in law (judgment of 7 October 2014, Germany v Council, C‑399/12, EU:C:2014:2258, paragraph 27).",H4,"It follows that, as the General Court held in paragraph 212 of the judgment under appeal, the pleas put forward by the Telefónica companies in its statement in intervention before the General Court were wholly unconnected with the subject matter of the dispute as it had been defined by DTS and altered the framework of the dispute to a degree which was contrary to Article 40 of the Statute of the Court of Justice of the European Union.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H2,"In the present case, the Telefónica companies allege, in the single plea of their cross-appeal, that the General Court dismissed as inadmissible, in paragraphs 207 to 218 of the judgment under appeal, the pleas, raised in their statement in intervention before the General Court, in which they alleged that the Commission infringed Article 108 TFEU.",H4,"It follows that, as the General Court held in paragraph 212 of the judgment under appeal, the pleas put forward by the Telefónica companies in its statement in intervention before the General Court were wholly unconnected with the subject matter of the dispute as it had been defined by DTS and altered the framework of the dispute to a degree which was contrary to Article 40 of the Statute of the Court of Justice of the European Union.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H3,"It is not disputed that DTS did not rely on the infringement of that provision in support of its action at first instance, since the three pleas it relied on in order to seek annulment of the contested decision alleged the infringement, respectively, of Article 107 TFEU, Articles 49 and 64 TFEU and Article 106(2) TFEU.",H4,"It follows that, as the General Court held in paragraph 212 of the judgment under appeal, the pleas put forward by the Telefónica companies in its statement in intervention before the General Court were wholly unconnected with the subject matter of the dispute as it had been defined by DTS and altered the framework of the dispute to a degree which was contrary to Article 40 of the Statute of the Court of Justice of the European Union.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H6,"Infringement proceedings are based on the objective finding that a Member State has failed to fulfil its obligations under EU law (see, in particular, judgment of 6 October 2009, Commission v Spain, C‑562/07, EU:C:2009:614, paragraph 18).",H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H7,"It follows that, as the General Court correctly held in paragraph 217 of the judgment under appeal, in the context of such proceedings, the Court must make all the necessary determinations in order to reach a finding of a failure to fulfil obligations, with the result that a plea in defence, raised by an intervener, which relates to an element of fact or law that the Commission must necessarily take account of in its analysis is not capable of altering the framework of the dispute, even if it was not relied on by the Member State concerned.",H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H8,"In contrast, an action for annulment is defined in particular by the pleas in law relied on by the applicant.",H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H9,"Moreover, although, under Article 132(2)(b) of the Rules of Procedure, the statement in intervention is to contain the pleas in law and arguments relied on by the intervener, that does not mean that the intervener is free to rely on new pleas in law, distinct from those relied on by the applicant.",H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H10,"As noted by the Advocate General in point 219 of his Opinion, that provision falls within the context of the limits established by the intervention procedure and must be read in the light of Article 129 of that regulation, which states that the intervention is to be limited to supporting, in whole or in part, the form of order sought by one of the parties, that it is ancillary to the main proceedings and that the intervener must accept the case as he finds it at the time of his intervention.",H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",support,prem,prem,R2016_DTS Distribuidora de Televisión Digital.xml,prem-prem
H4,"It follows that, as the General Court held in paragraph 212 of the judgment under appeal, the pleas put forward by the Telefónica companies in its statement in intervention before the General Court were wholly unconnected with the subject matter of the dispute as it had been defined by DTS and altered the framework of the dispute to a degree which was contrary to Article 40 of the Statute of the Court of Justice of the European Union.",H12,"Consequently, the single plea raised in the cross-appeal must be rejected as unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
H5,"In that regard, the General Court correctly held, in paragraph 217 of the judgment under appeal, that the solution adopted in the judgment of 8 July 2010, Commission v Italy (C‑334/08, EU:C:2010:414), in the context of infringement proceedings under Article 260 TFEU, could not be transposed to an action for annulment under Article 263 TFEU.",H12,"Consequently, the single plea raised in the cross-appeal must be rejected as unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
H11,"As to the Telefónica companies’ complaint that the General Court referred, in paragraph 216 of the judgment under appeal, to the judgment of 19 November 1998, United Kingdom v Council (C‑150/94, EU:C:1998:547), it is sufficient to state that it is completely ineffective, since it is not such as to vitiate the judgment under appeal by an error of law;",H12,"Consequently, the single plea raised in the cross-appeal must be rejected as unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
H11bis,"those companies do not, moreover, argue that the assessment carried out by the General Court in that paragraph is legally flawed.",H12,"Consequently, the single plea raised in the cross-appeal must be rejected as unfounded.",support,prem,conc,R2016_DTS Distribuidora de Televisión Digital.xml,prem-conc
A1,"In the first place, it should be recalled that by the Treaty of Lisbon a third limb was added to the fourth paragraph of Article 263 TFEU, relaxing the conditions of admissibility of actions for annulment brought by natural and legal persons.",A2,"As regards the concept of ‘regulatory acts’, the Court has held that its scope is more restricted than that of the concept of ‘acts’ used in the first and second limbs of the fourth paragraph of Article 263 TFEU and refers to acts of acts of general application other than legislative acts (see, to that effect, judgment of 3 October 2013, Inuit Tapiriit Kanatami and Others v Parliament and Council, C‑583/11 P, EU:C:2013:625, paragraphs 58 to 61).",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A1bis,"That limb, without subjecting the admissibility of actions for annulment brought by natural and legal persons to the condition of individual concern, allows such actions to be brought against ‘regulatory acts’ which do not entail implementing measures and are of direct concern to the applicant (see, to that effect, judgment of 3 October 2013, Inuit Tapiriit Kanatami and Others v Parliament and Council, C‑583/11 P, EU:C:2013:625, paragraph 57).",A2,"As regards the concept of ‘regulatory acts’, the Court has held that its scope is more restricted than that of the concept of ‘acts’ used in the first and second limbs of the fourth paragraph of Article 263 TFEU and refers to acts of acts of general application other than legislative acts (see, to that effect, judgment of 3 October 2013, Inuit Tapiriit Kanatami and Others v Parliament and Council, C‑583/11 P, EU:C:2013:625, paragraphs 58 to 61).",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A3bis,"There is no basis for that interpretation in the wording, origin or purpose of that provision.",A3,"As the Advocate General observes in point 26 of his Opinion, the interpretation supported by the Commission, namely that there are non-legislative acts of general application, such as the decision at issue, that are not covered by the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU, cannot be accepted.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A4,"As regards, first, the wording of the provision, it refers to ‘regulatory acts’ generally and contains no indication that that reference is only to certain kinds or subcategories of those acts.",A3,"As the Advocate General observes in point 26 of his Opinion, the interpretation supported by the Commission, namely that there are non-legislative acts of general application, such as the decision at issue, that are not covered by the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU, cannot be accepted.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A5,"As regards, next, the origin of the provision, it appears from the legislative history of Article III‑365(4) of the draft Treaty establishing a Constitution for Europe, the content of which was repeated in the same words in the fourth paragraph of Article 263 TFEU, that the addition of the third limb to that provision was intended to broaden the conditions of admissibility of actions for annulment with respect to natural and legal persons, and the only acts of general application for which a restrictive approach was to be maintained were legislative acts (see, in particular, Secretariat of the European Convention, Final report of the discussion circle on the Court of Justice, 25 March 2003 (CONV 636/03, point 22), and Cover note from the Praesidium to the Convention, 12 May 2003 (CONV 734/03, p. 20)).",A3,"As the Advocate General observes in point 26 of his Opinion, the interpretation supported by the Commission, namely that there are non-legislative acts of general application, such as the decision at issue, that are not covered by the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU, cannot be accepted.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A6,"As regards, finally, the purpose of the third limb of the fourth paragraph of Article 263 TFEU, as may be seen from paragraphs 22, 23 and 26 above, its objective is to relax the conditions of admissibility of actions for annulment brought by natural and legal persons against all acts of general application, with the exception of those of a legislative nature.",A3,"As the Advocate General observes in point 26 of his Opinion, the interpretation supported by the Commission, namely that there are non-legislative acts of general application, such as the decision at issue, that are not covered by the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU, cannot be accepted.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A7,To remove certain kinds or subcategories of non-legislative acts of general application from the scope of that provision would run counter to that objective.,A3,"As the Advocate General observes in point 26 of his Opinion, the interpretation supported by the Commission, namely that there are non-legislative acts of general application, such as the decision at issue, that are not covered by the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU, cannot be accepted.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A1,"In the first place, it should be recalled that by the Treaty of Lisbon a third limb was added to the fourth paragraph of Article 263 TFEU, relaxing the conditions of admissibility of actions for annulment brought by natural and legal persons.",A8,"Consequently, it must be considered that the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU extends to all non-legislative acts of general application.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
A2,"As regards the concept of ‘regulatory acts’, the Court has held that its scope is more restricted than that of the concept of ‘acts’ used in the first and second limbs of the fourth paragraph of Article 263 TFEU and refers to acts of acts of general application other than legislative acts (see, to that effect, judgment of 3 October 2013, Inuit Tapiriit Kanatami and Others v Parliament and Council, C‑583/11 P, EU:C:2013:625, paragraphs 58 to 61).",A8,"Consequently, it must be considered that the concept of ‘regulatory act’ within the meaning of the third limb of the fourth paragraph of Article 263 TFEU extends to all non-legislative acts of general application.",support,prem,prem,A2018_Scuola Elementare Maria Montessori Srl v European Commission.xml,prem-prem
