text,class
"Third, the General Court erred in law in not recognising that, in the circumstances described, in particular the length of the investigation, the Commission had de facto carried out a formal investigation but without respecting the rights of third parties within its framework.",NA
"The Commission submits that, whatever the merits of the third plea, it follows from the case-law that, even if the need to conduct administrative procedures within a reasonable period is a general principle of European Union law, applicable in the context of an investigation procedure in respect of State aid and compliance with which is enforced by the European Union judicature, the mere adoption of a decision after the expiry of such a period is not in itself sufficient to render unlawful a decision taken by the Commission at the conclusion of an initial examination conducted under Article 88(3) EC.",NA
"In any event, the Commission considers that 3F’s argument before the General Court concerning the principle of good administration was not clear and precise.",NA
"Furthermore, so far as concerns the purported errors of interpretation of the principle of good administration, the Commission refers, in relation to the first alleged error, to the arguments set out by it in response to the first two pleas.",NA
"In the case of the second alleged error, the Commission recalls that the mere adoption of a decision after the expiry of a reasonable period is not in itself sufficient to render it unlawful.",NA
"Finally, as regards the third alleged error, the Commission submits that the length of the preliminary investigation can be explained, to a considerable extent, by the actions of 3F itself.",NA
"Findings of the Court 63 According to settled case-law, the obligation to state reasons owed by the General Court under Article 36 of the Statute of the Court of Justice, which applies to the General Court by virtue of the first paragraph of Article 53 of the Statute, and Article 81 of the Rules of Procedure of the General Court requires it to disclose clearly and unequivocally the reasoning followed by it, in such a way as to enable the persons concerned to ascertain the reasons for the decision taken and the Court of Justice to exercise its power of review (see, inter alia, Case C-280/08 P Deutsche Telekom v Commission [2010] ECR I-9555, paragraphs 135 and 136 and the case-law cited).",P
"However, the requirement that the General Court give reasons for its decisions cannot be interpreted as meaning that it is obliged to respond in detail to every single argument advanced by the applicant, particularly if the argument was not sufficiently clear and precise (see, inter alia, Joined Cases C-120/06 P and C-121/06 P FIAMM and Others v Council and Commission [2008] ECR I-6513, paragraph 91 and the case-law cited).",P
"In this connection, it is to be recalled that it follows from the first paragraph of Article 21 of the Statute of the Court of Justice read in conjunction with Article 44(1)(c) of the Rules of Procedure of the General Court that the application initiating proceedings must contain, inter alia, a summary of the pleas in law on which it is based.",P
"In the present instance, it is apparent from 3F’s pleadings before the General Court that the line of argument put forward by it at first instance concerning infringement of the principle of good administration was not supported at all by separate considerations, but was linked exclusively to the line of argument concerning the alleged infringement of Article 88(2) EC.",P
"Thus, although, in the application initiating proceedings, the title of the first plea mentions the principle of good administration, paragraph 42 of the application, which concludes the line of argument concerning that plea, merely states that, ‘by failing to open the Article 88(2) [EC] procedure the Commission infringed that [provision] as applied by the case-law and the principle of good administration’, without explaining precisely in what respect the failure to open the formal investigation procedure constitutes an infringement of that principle.",P
"Likewise, in paragraph 15 of its reply before the General Court, 3F merely states, in respect of that principle, that the issue is whether, ‘having regard to the complexity of the issues, the time spent on these issues and the fact as the Commission now reveals other cases involved the same “important question of principle”, the Commission should have opened a formal investigation in which all Member States and interested parties could submit comments’.",P
"Furthermore, as is apparent from paragraph 69 of the judgment under appeal, in the same paragraph of the reply 3F itself stated that the question as to whether the duration of the preliminary examination was reasonable was not raised in the present case.",P
"Accordingly, since 3F did not set out in its action before the General Court any specific line of argument concerning infringement of the principle of good administration that was separate from the line of argument relating to infringement of Article 88(2) EC, the General Court cannot be reproached for having dismissed the plea alleging infringement of the principle of good administration without stating specific reasons in the judgment under appeal in that regard.",P
"Also, in so far as, by its arguments set out in the alternative, 3F now seeks to put forward separate and specific grounds to demonstrate that the Commission infringed the principle of good administration, essentially alleging that the duration of the preliminary examination stage was unreasonable, it is to be recalled that, according to Article 170(1) of the Rules of Procedure of the Court of Justice, the subject-matter of the proceedings before the General Court may not be changed in the appeal.",P
The Court of Justice’s jurisdiction in an appeal is confined to a review of the findings of law on the pleas argued before the General Court.,P
"A party may not, therefore, put forward for the first time before the Court of Justice a plea which it could have raised before the General Court but has not raised, since to do so would be to allow it to bring before the Court of Justice, whose jurisdiction in appeals is limited, a case of wider ambit than that which came before the General Court (see judgment of 29 September 2011 in Case C-520/09 P Arkema v Commission, not yet published in the ECR, paragraph 64 and the case-law cited).",P
"As to the remainder, in so far as, by these arguments advanced in the alternative, 3F alleges that the Commission infringed the principle of good administration because the formal investigation procedure was not initiated, suffice it to state that 3F merely repeats, without identifying the passages of the judgment under appeal that are supposedly wrong in law, the arguments put forward before the General Court.",P
"According to settled case-law, an appeal which merely repeats or reproduces verbatim the pleas in law and arguments submitted to the General Court, including those based on facts expressly rejected by that Court, does not satisfy the requirements to state reasons under the second subparagraph of Article 256(1) TFEU, the first paragraph of Article 58 of the Statute of the Court of Justice and Articles 168(1)(d) and 169(2) of the Rules of Procedure of the Court of Justice, requirements which are recalled in paragraph 51 of the present judgment.",P
"Such an appeal amounts in reality to no more than a request for re-examination of the application submitted to the General Court, which the Court of Justice does not have jurisdiction to undertake (see, inter alia, Bergaderm and Goupil v Commission, paragraph 35, and Comunità montana della Valnerina v Commission, paragraph 106 and the case-law cited).",P
"Consequently, the third plea must be dismissed as partly inadmissible and partly unfounded.",C
"Having regard to all the foregoing considerations, the appeal must be dismissed in its entirety.",NA
"Costs 76 In accordance with Article 184(2) of the Rules of Procedure of the Court of Justice, where the appeal is unfounded the Court is to make a decision as to the costs.",NA
"Under Article 138(1) of those Rules, the unsuccessful party is to be ordered to pay the costs if they have been applied for in the successful party’s pleadings.",NA
"Since the Commission has applied for costs and 3F has been unsuccessful, the latter must be ordered to pay the costs of the present case.",NA
"Under Article 140(1) of those Rules, Member States which have intervened in the proceedings are to bear their own costs.",NA
The Kingdom of Denmark must therefore be ordered to bear its own costs.,NA
"On those grounds, the Court (Eighth Chamber) hereby: Dismisses the appeal; Orders Falles Fagligt Forbund (3F) to pay the costs; Orders the Kingdom of Denmark to bear its own costs.",NA
[Signatures] * Language of the case: English.,NA
